email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,59,Male,High School,13,Manager,Healthcare,Software Developer,Medium,City_B,1,Online Courses,0,7.455445203
,29,Male,Bachelor's,13,Manager,IT,Financial Analyst,Medium,City_A,1,Certifications,1,20.08142008
,32,Female,Master's,17,Consultant,Finance,Nurse,High,City_C,1,Online Courses,1,24.54707034
,43,Female,High School,23,Manager,IT,Teacher,Medium,City_A,1,Workshops,1,19.5848475
,45,Female,Ph.D.,20,Engineer,Education,Teacher,Low,City_A,1,Online Courses,0,28.30395278
,38,Female,High School,5,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,0,17.26766742
,33,Male,High School,22,Analyst,IT,Financial Analyst,Low,City_B,1,Certifications,0,27.18155389
,53,Male,Master's,21,Manager,IT,Software Developer,Low,City_C,1,Workshops,0,3.510417778
,36,Male,Master's,28,Analyst,IT,Nurse,Medium,City_C,1,Online Courses,0,14.26898664
,37,Male,Master's,17,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,0,4.233492242
,43,Male,Bachelor's,28,Engineer,Education,Software Developer,High,City_A,1,Certifications,1,1.032438159
,49,Male,Bachelor's,9,Engineer,Education,Financial Analyst,Medium,City_B,1,Certifications,0,11.11332292
,41,Female,High School,2,Manager,Healthcare,Teacher,Medium,City_C,1,Workshops,1,29.97885924
,54,Female,Master's,25,Manager,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,2.157114381
,31,Male,High School,26,Engineer,Finance,Software Developer,Low,City_A,1,Certifications,0,13.20533198
,53,Male,Ph.D.,18,Analyst,Education,Financial Analyst,Low,City_A,1,Certifications,0,14.74335363
,54,Female,Ph.D.,9,Analyst,IT,Nurse,Low,City_B,1,Certifications,0,23.84890962
,23,Female,Master's,6,Consultant,IT,Teacher,High,City_B,1,Workshops,0,4.439973409
,54,Female,Master's,11,Engineer,Finance,Nurse,High,City_C,1,Certifications,0,9.0880548
,54,Female,Ph.D.,25,Analyst,IT,Software Developer,High,City_A,1,Workshops,0,3.195671333
,34,Male,Master's,29,Engineer,Finance,Nurse,Low,City_A,1,Workshops,1,3.571920102
,51,Male,Bachelor's,6,Analyst,Healthcare,Software Developer,Medium,City_B,1,Online Courses,1,21.9603673
,54,Male,Bachelor's,6,Consultant,Education,Nurse,High,City_C,1,Online Courses,1,13.43632357
,34,Male,Master's,13,Consultant,Finance,Financial Analyst,High,City_C,1,Workshops,1,12.08486398
,47,Male,Ph.D.,11,Engineer,IT,Nurse,Low,City_A,1,Online Courses,1,38.74934376
,43,Female,High School,14,Analyst,Finance,Software Developer,High,City_B,1,Online Courses,1,25.5819588
,23,Male,Master's,2,Manager,Healthcare,Teacher,Medium,City_A,1,Certifications,0,20.01858809
,59,Female,Master's,8,Consultant,IT,Teacher,Low,City_B,1,Online Courses,0,17.27665421
,47,Male,High School,3,Engineer,Healthcare,Teacher,Low,City_C,1,Workshops,0,18.64085427
,36,Male,Master's,23,Engineer,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,32.93720448
,55,Male,High School,21,Analyst,Finance,Nurse,Medium,City_A,1,Certifications,1,4.139115297
,32,Male,Ph.D.,3,Engineer,Healthcare,Teacher,Medium,City_A,1,Workshops,1,7.823246154
,24,Male,Bachelor's,1,Consultant,IT,Teacher,High,City_C,1,Online Courses,0,1.303570967
,27,Female,Ph.D.,24,Engineer,Healthcare,Teacher,Medium,City_A,1,Workshops,0,17.68378304
,30,Female,Bachelor's,19,Engineer,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,20.88024583
,27,Female,High School,18,Manager,Finance,Software Developer,Medium,City_B,1,Certifications,1,22.25971724
,30,Male,Bachelor's,17,Manager,Healthcare,Software Developer,Low,City_C,1,Online Courses,1,19.36367792
,52,Male,Ph.D.,20,Consultant,Education,Software Developer,Low,City_B,1,Workshops,1,26.2025327
,53,Female,Bachelor's,29,Analyst,Finance,Software Developer,High,City_C,1,Workshops,0,1.566801172
,33,Male,High School,24,Manager,Finance,Software Developer,Medium,City_C,1,Workshops,1,8.860071768
,29,Male,Bachelor's,13,Analyst,IT,Financial Analyst,High,City_A,1,Online Courses,0,30.44578947
,29,Female,Master's,3,Consultant,IT,Nurse,Medium,City_C,1,Online Courses,0,25.02179061
,49,Male,Ph.D.,1,Manager,IT,Financial Analyst,Medium,City_A,1,Online Courses,0,20.320728
,41,Female,Master's,4,Analyst,IT,Teacher,Medium,City_B,1,Certifications,0,29.12801559
,28,Male,High School,25,Manager,Education,Financial Analyst,Medium,City_B,1,Certifications,0,15.32933882
,32,Female,Bachelor's,13,Consultant,Finance,Software Developer,Medium,City_A,1,Certifications,0,15.35296325
,41,Male,Master's,17,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Workshops,0,27.77904511
,37,Male,Master's,28,Manager,IT,Software Developer,Low,City_C,1,Workshops,1,25.44452747
,25,Female,Bachelor's,11,Analyst,IT,Financial Analyst,Medium,City_A,1,Workshops,0,28.53091083
,27,Male,Bachelor's,2,Engineer,IT,Software Developer,Low,City_A,1,Workshops,1,11.26260321
,43,Male,Ph.D.,25,Engineer,Healthcare,Teacher,High,City_A,1,Workshops,0,22.55514155
,47,Female,Master's,16,Manager,IT,Software Developer,High,City_B,1,Online Courses,0,5.143427879
,24,Male,Master's,2,Analyst,Healthcare,Financial Analyst,High,City_B,1,Workshops,0,20.07794397
,35,Female,High School,29,Engineer,Finance,Teacher,Medium,City_C,1,Online Courses,1,4.807949331
,32,Male,Ph.D.,19,Consultant,Finance,Financial Analyst,Medium,City_C,1,Certifications,0,3.270764267
,39,Male,High School,23,Analyst,Finance,Teacher,Low,City_A,1,Certifications,0,9.850736037
,33,Male,Master's,19,Engineer,Education,Nurse,Low,City_C,1,Certifications,1,3.734988112
,44,Male,High School,25,Analyst,Healthcare,Nurse,Low,City_B,1,Certifications,1,3.913518079
,33,Female,Master's,16,Manager,IT,Nurse,High,City_C,1,Certifications,1,9.90723581
,34,Male,Master's,22,Analyst,IT,Financial Analyst,High,City_B,1,Workshops,1,16.45675555
,46,Female,High School,19,Engineer,IT,Financial Analyst,High,City_C,1,Workshops,0,13.37888183
,40,Male,High School,9,Manager,IT,Teacher,High,City_B,1,Workshops,0,9.422314826
,57,Male,Bachelor's,1,Analyst,Education,Teacher,Low,City_B,1,Certifications,1,5.606154948
,29,Male,Bachelor's,10,Consultant,IT,Teacher,Medium,City_C,1,Certifications,0,1.022695855
,50,Male,Bachelor's,19,Engineer,Education,Teacher,Medium,City_C,1,Online Courses,1,4.375530497
,53,Female,Master's,1,Manager,Healthcare,Software Developer,High,City_B,1,Workshops,1,2.004120931
,39,Female,High School,2,Analyst,Finance,Nurse,Medium,City_A,1,Certifications,1,4.745688948
,27,Female,Ph.D.,16,Consultant,IT,Software Developer,Medium,City_C,1,Certifications,0,8.110240855
,39,Female,Master's,12,Engineer,Finance,Software Developer,Medium,City_B,1,Certifications,1,4.94840394
,40,Male,Ph.D.,8,Consultant,Healthcare,Software Developer,High,City_C,1,Online Courses,0,4.887326092
,43,Female,High School,23,Analyst,Healthcare,Software Developer,Low,City_C,1,Certifications,0,6.011105292
,58,Female,Master's,18,Analyst,IT,Nurse,Low,City_C,1,Online Courses,0,6.235215263
,53,Male,Ph.D.,2,Manager,Healthcare,Software Developer,Medium,City_C,1,Online Courses,1,8.706666779
,24,Male,Ph.D.,25,Consultant,Finance,Teacher,Low,City_C,1,Workshops,0,23.24743249
,49,Male,Bachelor's,29,Manager,IT,Financial Analyst,Low,City_A,1,Certifications,1,22.97651753
,31,Male,Bachelor's,13,Engineer,Education,Teacher,High,City_A,1,Online Courses,0,6.093403738
,56,Female,Bachelor's,6,Manager,IT,Financial Analyst,High,City_A,1,Certifications,0,3.704765947
,50,Female,Master's,21,Engineer,Finance,Teacher,Medium,City_B,1,Workshops,0,29.22941769
,36,Male,High School,26,Analyst,IT,Teacher,Medium,City_A,1,Workshops,1,20.68728858
,54,Male,High School,6,Analyst,IT,Financial Analyst,Medium,City_A,1,Online Courses,1,6.604239184
,28,Male,Bachelor's,9,Consultant,Finance,Nurse,High,City_B,1,Workshops,1,3.077305582
,33,Female,Bachelor's,16,Engineer,IT,Software Developer,Low,City_A,1,Workshops,1,9.283002055
,51,Female,Bachelor's,11,Analyst,IT,Teacher,High,City_C,1,Workshops,0,6.174213258
,42,Male,Ph.D.,7,Consultant,Finance,Nurse,High,City_A,1,Certifications,0,24.72475193
,52,Male,Bachelor's,10,Consultant,Healthcare,Software Developer,Low,City_A,1,Certifications,1,24.6443512
,45,Female,Ph.D.,10,Manager,Finance,Nurse,Low,City_A,1,Online Courses,1,25.02748015
,41,Male,High School,25,Consultant,IT,Nurse,Medium,City_C,1,Online Courses,1,1.205268946
,58,Male,Master's,20,Analyst,Education,Software Developer,Low,City_C,1,Workshops,1,14.47816263
,25,Female,Master's,18,Manager,Education,Teacher,Low,City_C,1,Workshops,0,8.75805825
,49,Male,Master's,28,Engineer,Finance,Nurse,Low,City_C,1,Online Courses,1,1.329487443
,41,Female,Master's,24,Engineer,Education,Teacher,Low,City_B,1,Workshops,1,4.925323899
,45,Male,Ph.D.,20,Analyst,IT,Teacher,Medium,City_C,1,Online Courses,0,2.058103634
,53,Male,Ph.D.,29,Analyst,IT,Teacher,Medium,City_C,1,Certifications,1,17.06346924
,57,Female,Bachelor's,9,Manager,Finance,Software Developer,Low,City_C,1,Workshops,0,8.549664258
,55,Female,Ph.D.,15,Manager,IT,Financial Analyst,Low,City_C,1,Workshops,1,10.19123426
,57,Male,Bachelor's,4,Analyst,Healthcare,Teacher,Medium,City_B,1,Workshops,0,25.95893542
,23,Female,Bachelor's,8,Analyst,IT,Financial Analyst,Medium,City_A,1,Certifications,1,21.42897131
,36,Male,Master's,9,Engineer,Finance,Financial Analyst,Low,City_A,1,Certifications,1,29.72197027
,55,Male,Ph.D.,13,Engineer,Healthcare,Nurse,High,City_C,1,Workshops,1,7.383358844
,57,Female,Ph.D.,9,Engineer,Healthcare,Teacher,Medium,City_C,1,Online Courses,1,4.796189374
,27,Male,Bachelor's,26,Analyst,Education,Teacher,Medium,City_C,1,Certifications,1,11.01290653
,33,Male,Bachelor's,4,Consultant,IT,Teacher,Medium,City_A,1,Workshops,0,27.66305973
,24,Female,High School,17,Analyst,Finance,Financial Analyst,Low,City_A,1,Workshops,1,6.187642241
,39,Female,High School,16,Analyst,Education,Software Developer,Low,City_C,1,Certifications,0,7.357412889
,42,Male,Bachelor's,15,Engineer,Education,Financial Analyst,Medium,City_A,1,Online Courses,0,38.00554054
,36,Female,High School,3,Analyst,IT,Teacher,Low,City_B,1,Workshops,0,3.013234883
,54,Female,High School,25,Manager,IT,Teacher,Low,City_C,1,Online Courses,0,7.512033628
,56,Female,Bachelor's,20,Analyst,Finance,Teacher,Medium,City_C,1,Online Courses,1,6.470413949
,47,Female,Bachelor's,5,Analyst,Education,Financial Analyst,Low,City_B,1,Certifications,1,29.67678017
,29,Male,Ph.D.,23,Analyst,Finance,Teacher,High,City_B,1,Workshops,1,6.61618846
,57,Male,Bachelor's,5,Analyst,Education,Nurse,Low,City_A,1,Workshops,1,2.874570275
,51,Male,Bachelor's,20,Consultant,Education,Teacher,Low,City_B,1,Online Courses,0,8.145448359
,44,Female,Master's,15,Analyst,Education,Software Developer,Medium,City_C,1,Certifications,0,9.533465245
,35,Female,Ph.D.,18,Manager,IT,Nurse,Medium,City_A,1,Certifications,0,9.019928298
,35,Female,Ph.D.,15,Manager,Education,Teacher,High,City_B,1,Certifications,1,29.25573018
,23,Female,Ph.D.,2,Analyst,Education,Nurse,Low,City_A,1,Online Courses,1,4.65405196
,58,Female,Master's,29,Engineer,Education,Teacher,High,City_A,1,Online Courses,1,8.275620698
,26,Female,Bachelor's,13,Consultant,Healthcare,Software Developer,High,City_A,1,Workshops,1,6.356054177
,59,Female,Ph.D.,4,Analyst,IT,Teacher,Medium,City_A,1,Certifications,0,23.73161856
,35,Male,Ph.D.,10,Analyst,Healthcare,Nurse,Low,City_B,1,Online Courses,1,14.40642057
,46,Male,High School,13,Analyst,IT,Software Developer,Medium,City_C,1,Certifications,1,5.824224649
,41,Female,Ph.D.,10,Engineer,Finance,Financial Analyst,High,City_C,1,Online Courses,0,5.634448116
,23,Female,Bachelor's,29,Engineer,Healthcare,Software Developer,High,City_B,1,Workshops,0,17.48211475
,27,Female,Bachelor's,9,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,1.624752627
,38,Male,High School,8,Consultant,Education,Software Developer,Medium,City_A,1,Online Courses,1,31.93920574
,46,Male,Ph.D.,3,Manager,Finance,Nurse,Medium,City_A,1,Certifications,0,9.219198032
,49,Female,Ph.D.,16,Consultant,Finance,Software Developer,Medium,City_A,1,Online Courses,1,4.67547994
,23,Female,Ph.D.,14,Engineer,Finance,Teacher,Medium,City_B,1,Online Courses,0,10.02486878
,56,Male,Master's,9,Manager,Finance,Software Developer,High,City_A,1,Online Courses,0,8.608482528
,58,Male,Ph.D.,21,Manager,IT,Software Developer,Medium,City_A,1,Certifications,1,6.483216793
,26,Male,Bachelor's,11,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,10.1946192
,22,Male,Bachelor's,3,Engineer,IT,Teacher,High,City_A,1,Workshops,1,3.668809864
,33,Female,Master's,5,Consultant,IT,Financial Analyst,High,City_A,1,Certifications,1,22.13495381
,57,Male,Master's,29,Engineer,IT,Software Developer,Low,City_C,1,Workshops,1,2.492469784
,44,Male,Ph.D.,10,Manager,Finance,Nurse,Low,City_B,1,Workshops,1,25.55972237
,52,Female,High School,13,Analyst,IT,Software Developer,High,City_A,1,Certifications,0,18.50916665
,32,Male,Master's,4,Engineer,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,25.09635247
,31,Male,Master's,24,Engineer,IT,Teacher,High,City_A,1,Workshops,1,29.52831249
,24,Male,Ph.D.,13,Consultant,Education,Financial Analyst,High,City_A,1,Certifications,0,7.034622388
,35,Female,Ph.D.,12,Consultant,Finance,Software Developer,Low,City_C,1,Online Courses,1,24.35384621
,37,Male,Master's,5,Engineer,Education,Nurse,High,City_C,1,Certifications,1,12.86312623
,31,Female,High School,10,Manager,Healthcare,Software Developer,Medium,City_C,1,Certifications,1,1.820189559
,50,Female,Master's,28,Manager,Healthcare,Nurse,Low,City_C,1,Certifications,1,18.84055217
,31,Male,Ph.D.,24,Analyst,Healthcare,Teacher,High,City_B,1,Online Courses,0,5.579393036
,33,Male,Ph.D.,9,Engineer,Healthcare,Financial Analyst,High,City_A,1,Workshops,0,9.297062223
,51,Male,Master's,20,Consultant,IT,Software Developer,Medium,City_C,1,Workshops,1,8.736108299
,22,Male,High School,7,Manager,Finance,Financial Analyst,High,City_A,1,Certifications,0,21.18013078
,26,Female,Master's,2,Analyst,Healthcare,Software Developer,High,City_B,1,Certifications,0,23.27426505
,41,Male,Master's,22,Engineer,Education,Nurse,High,City_A,1,Online Courses,0,7.082333798
,29,Male,Ph.D.,24,Manager,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,27.42264242
,33,Male,High School,28,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,13.7028177
,22,Female,Bachelor's,23,Engineer,Education,Teacher,High,City_C,1,Certifications,0,14.50724851
,41,Male,High School,7,Manager,Education,Nurse,High,City_B,1,Workshops,1,23.2269968
,49,Male,Master's,8,Manager,Education,Financial Analyst,High,City_A,1,Certifications,1,4.474611401
,58,Female,Master's,7,Manager,IT,Software Developer,Low,City_C,1,Workshops,0,4.982834942
,58,Female,Master's,21,Engineer,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,5.712405158
,33,Male,High School,23,Engineer,IT,Software Developer,Low,City_C,1,Online Courses,0,2.155565546
,58,Male,Ph.D.,29,Analyst,Education,Nurse,Low,City_B,1,Workshops,1,22.34108492
,49,Male,Master's,14,Consultant,IT,Teacher,Medium,City_A,1,Workshops,1,12.70764087
,36,Male,Master's,26,Engineer,IT,Nurse,Low,City_C,1,Workshops,0,9.817013174
,27,Male,High School,19,Consultant,IT,Financial Analyst,Low,City_A,1,Workshops,1,26.20819865
,41,Female,Bachelor's,5,Manager,Healthcare,Financial Analyst,Low,City_B,1,Certifications,0,21.36710092
,35,Female,Bachelor's,23,Engineer,Education,Software Developer,Medium,City_A,1,Workshops,1,9.02163634
,23,Male,Ph.D.,25,Analyst,Education,Nurse,High,City_C,1,Workshops,1,5.344390416
,30,Male,Ph.D.,18,Analyst,Healthcare,Software Developer,Medium,City_A,1,Workshops,0,14.85388797
,58,Female,Master's,20,Consultant,IT,Nurse,Medium,City_A,1,Certifications,0,4.458074842
,41,Male,High School,12,Manager,IT,Financial Analyst,Medium,City_B,1,Certifications,0,2.042811948
,47,Male,Master's,23,Consultant,Finance,Software Developer,Low,City_B,1,Certifications,1,18.7253427
,50,Male,Ph.D.,17,Manager,Finance,Software Developer,High,City_A,1,Online Courses,0,1.468268623
,22,Male,High School,13,Analyst,Finance,Nurse,Medium,City_A,1,Certifications,0,28.10701805
,56,Male,High School,2,Consultant,Healthcare,Teacher,Medium,City_A,1,Workshops,0,8.259725096
,27,Female,Ph.D.,25,Analyst,Education,Nurse,High,City_B,1,Certifications,0,6.273722608
,58,Male,Bachelor's,13,Analyst,Finance,Teacher,High,City_B,1,Certifications,1,6.457107749
,26,Male,Bachelor's,26,Manager,Education,Nurse,High,City_A,1,Workshops,1,22.15445496
,54,Male,High School,7,Consultant,Education,Financial Analyst,Low,City_B,1,Certifications,1,21.51820935
,35,Female,Master's,28,Consultant,Education,Software Developer,High,City_C,1,Online Courses,1,17.93702941
,33,Female,Bachelor's,10,Analyst,Healthcare,Nurse,Low,City_B,1,Certifications,1,1.790705659
,41,Female,Master's,23,Analyst,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,1,27.6378193
,45,Female,Bachelor's,6,Manager,Healthcare,Nurse,Low,City_B,1,Online Courses,0,24.9917258
,55,Male,Bachelor's,3,Engineer,Healthcare,Software Developer,High,City_C,1,Online Courses,1,20.74691177
,46,Female,Master's,26,Engineer,Finance,Nurse,Low,City_C,1,Workshops,0,19.24119604
,50,Male,Ph.D.,3,Analyst,IT,Teacher,High,City_C,1,Certifications,0,13.6979479
,52,Male,Bachelor's,18,Engineer,IT,Software Developer,Low,City_A,1,Online Courses,0,7.764443815
,44,Female,Bachelor's,11,Engineer,IT,Teacher,Medium,City_A,1,Online Courses,0,39.73753694
,59,Female,Master's,22,Engineer,Finance,Financial Analyst,Low,City_C,1,Certifications,1,19.07497908
,41,Female,Ph.D.,20,Engineer,IT,Financial Analyst,Medium,City_A,1,Workshops,1,9.755841923
,44,Female,Bachelor's,5,Analyst,Finance,Nurse,High,City_A,1,Workshops,1,1.760410938
,37,Female,Bachelor's,19,Engineer,Finance,Teacher,Medium,City_A,1,Online Courses,0,27.9024977
,29,Male,Ph.D.,22,Engineer,Finance,Teacher,High,City_C,1,Workshops,1,22.93931368
,42,Female,Bachelor's,27,Manager,IT,Software Developer,High,City_B,1,Certifications,1,7.50466691
,22,Female,Ph.D.,28,Analyst,Education,Teacher,Medium,City_C,1,Workshops,1,27.78453783
,29,Female,Ph.D.,19,Consultant,IT,Teacher,Medium,City_C,1,Certifications,1,4.644512027
,50,Male,Master's,15,Consultant,IT,Software Developer,Low,City_A,1,Online Courses,1,22.45238441
,53,Female,High School,16,Manager,Healthcare,Software Developer,Low,City_A,1,Certifications,1,12.59909808
,59,Male,Ph.D.,24,Manager,Finance,Teacher,Medium,City_B,1,Online Courses,0,12.60648227
,26,Female,Master's,9,Analyst,Education,Nurse,Medium,City_B,1,Certifications,0,4.896524091
,43,Female,High School,4,Consultant,Healthcare,Software Developer,Medium,City_B,1,Certifications,1,5.39622534
,55,Male,Bachelor's,15,Engineer,Education,Software Developer,Medium,City_B,1,Workshops,0,24.66629323
,22,Female,High School,25,Manager,Education,Teacher,High,City_C,1,Certifications,0,5.373836061
,47,Male,Ph.D.,12,Consultant,Finance,Teacher,Medium,City_B,1,Online Courses,1,22.55213443
,31,Male,Ph.D.,23,Analyst,IT,Software Developer,Medium,City_C,1,Certifications,0,25.39716011
,51,Male,Ph.D.,3,Engineer,Finance,Teacher,Medium,City_A,1,Online Courses,1,6.810993201
,39,Female,Ph.D.,23,Analyst,Finance,Software Developer,Medium,City_B,1,Online Courses,0,20.79007181
,38,Female,Ph.D.,14,Manager,Healthcare,Nurse,High,City_A,1,Certifications,1,2.855250264
,47,Female,Master's,17,Consultant,Finance,Nurse,Low,City_A,1,Workshops,0,3.259055609
,29,Male,Ph.D.,19,Consultant,IT,Software Developer,Low,City_C,1,Certifications,0,2.610553963
,33,Female,Master's,6,Consultant,Education,Software Developer,Low,City_B,1,Certifications,0,6.914918797
,48,Male,Bachelor's,4,Consultant,Finance,Financial Analyst,Low,City_C,1,Workshops,0,28.01564
,29,Female,Ph.D.,7,Engineer,Education,Financial Analyst,Low,City_A,1,Online Courses,1,29.80820722
,46,Male,Ph.D.,19,Engineer,Finance,Teacher,High,City_B,1,Certifications,0,26.43834761
,25,Male,High School,17,Analyst,Education,Teacher,Low,City_A,1,Workshops,1,17.50596151
,54,Male,Bachelor's,25,Engineer,Finance,Software Developer,High,City_A,1,Workshops,1,24.34598303
,22,Female,Ph.D.,16,Manager,Healthcare,Software Developer,High,City_B,1,Online Courses,0,17.90576922
,40,Male,Ph.D.,15,Manager,Education,Financial Analyst,Low,City_B,1,Workshops,0,9.721016867
,52,Male,Bachelor's,22,Consultant,Finance,Financial Analyst,Low,City_B,1,Online Courses,1,16.85805287
,37,Male,Master's,8,Manager,Finance,Software Developer,Low,City_C,1,Certifications,0,3.61180446
,35,Male,Ph.D.,19,Analyst,Healthcare,Nurse,Medium,City_C,1,Workshops,1,7.931099869
,26,Male,High School,8,Engineer,Healthcare,Nurse,High,City_A,1,Certifications,0,2.192111118
,47,Male,Ph.D.,18,Engineer,Healthcare,Teacher,Low,City_B,1,Workshops,1,29.1096179
,49,Female,High School,28,Engineer,Education,Software Developer,Medium,City_A,1,Workshops,0,16.26821172
,23,Female,High School,16,Manager,Education,Software Developer,High,City_A,1,Certifications,0,28.04907078
,27,Male,Ph.D.,20,Engineer,Healthcare,Teacher,Medium,City_A,1,Workshops,1,14.57716552
,30,Female,Ph.D.,19,Consultant,IT,Financial Analyst,Medium,City_A,1,Certifications,1,13.81937796
,54,Female,High School,10,Consultant,IT,Financial Analyst,Low,City_A,1,Certifications,1,9.430475314
,46,Male,Bachelor's,17,Consultant,Finance,Nurse,High,City_B,1,Online Courses,0,23.45022739
,34,Male,Bachelor's,13,Manager,IT,Software Developer,Medium,City_C,1,Certifications,0,3.21466728
,30,Male,Ph.D.,13,Engineer,Finance,Financial Analyst,High,City_B,1,Online Courses,0,6.238083528
,34,Female,Master's,7,Manager,Education,Nurse,Low,City_B,1,Certifications,0,19.11367333
,52,Male,Bachelor's,27,Engineer,Education,Nurse,High,City_B,1,Workshops,1,16.62008672
,32,Female,Ph.D.,10,Analyst,IT,Nurse,Medium,City_C,1,Certifications,1,4.813087687
,25,Male,Bachelor's,2,Analyst,Education,Financial Analyst,Medium,City_C,1,Workshops,0,20.22321192
,55,Female,Master's,4,Manager,Healthcare,Financial Analyst,High,City_C,1,Online Courses,0,1.638219797
,59,Male,Ph.D.,25,Consultant,Healthcare,Software Developer,Medium,City_B,1,Workshops,0,27.88930759
,25,Male,Master's,6,Manager,IT,Software Developer,Medium,City_C,1,Certifications,1,1.16015401
,59,Female,Ph.D.,24,Consultant,IT,Nurse,Medium,City_A,1,Workshops,1,24.62262218
,40,Female,Master's,18,Engineer,Finance,Nurse,Low,City_C,1,Online Courses,0,25.59831558
,27,Female,Bachelor's,23,Consultant,Education,Financial Analyst,Low,City_B,1,Workshops,1,1.564049212
,55,Female,Bachelor's,6,Consultant,Finance,Financial Analyst,Medium,City_B,1,Workshops,0,19.97014933
,39,Female,Master's,29,Engineer,Finance,Software Developer,High,City_A,1,Certifications,0,22.31671031
,34,Female,Master's,25,Analyst,Healthcare,Software Developer,Low,City_C,1,Certifications,1,16.69752587
,44,Male,Master's,23,Engineer,Healthcare,Teacher,High,City_C,1,Workshops,1,23.56358587
,40,Female,Ph.D.,17,Manager,Healthcare,Software Developer,Medium,City_A,1,Online Courses,1,8.091066817
,32,Male,Bachelor's,14,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Workshops,1,1.30856622
,22,Male,Ph.D.,24,Manager,Finance,Nurse,High,City_B,1,Online Courses,0,9.157736194
,45,Female,Bachelor's,11,Manager,Healthcare,Teacher,Low,City_C,1,Online Courses,1,9.266065047
,28,Male,High School,26,Manager,Education,Software Developer,High,City_C,1,Online Courses,1,27.63924856
,46,Female,Ph.D.,19,Analyst,Healthcare,Software Developer,High,City_C,1,Workshops,1,27.04139676
,42,Female,Bachelor's,2,Analyst,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,1.403807168
,36,Male,Bachelor's,28,Consultant,Healthcare,Teacher,Low,City_C,1,Workshops,0,6.057587283
,22,Male,Ph.D.,3,Manager,IT,Software Developer,High,City_B,1,Online Courses,0,17.23614736
,33,Female,Ph.D.,11,Engineer,Education,Nurse,Low,City_B,1,Online Courses,1,29.88347583
,28,Female,Bachelor's,6,Manager,Education,Financial Analyst,Medium,City_B,1,Workshops,1,12.22338666
,36,Male,Ph.D.,29,Analyst,Finance,Teacher,Low,City_B,1,Certifications,0,7.1522275
,42,Male,Master's,14,Manager,Finance,Software Developer,Medium,City_A,1,Certifications,0,1.912673316
,40,Male,Ph.D.,19,Analyst,Healthcare,Software Developer,Low,City_B,1,Workshops,1,28.68660016
,50,Male,Ph.D.,26,Consultant,IT,Teacher,High,City_A,1,Workshops,0,2.257391716
,46,Female,Ph.D.,16,Consultant,Finance,Financial Analyst,Medium,City_B,1,Certifications,0,22.87694406
,54,Female,Bachelor's,21,Consultant,Finance,Teacher,High,City_C,1,Certifications,0,12.33624634
,53,Female,Master's,22,Analyst,Healthcare,Teacher,Medium,City_C,1,Certifications,0,8.145709534
,56,Female,High School,24,Manager,Healthcare,Financial Analyst,Low,City_C,1,Workshops,1,12.77683285
,59,Male,High School,7,Manager,Finance,Software Developer,Low,City_A,1,Online Courses,0,38.16892411
,47,Male,Master's,27,Engineer,Finance,Nurse,Medium,City_B,1,Workshops,0,7.125615356
,32,Female,Master's,8,Analyst,Education,Financial Analyst,Medium,City_B,1,Certifications,1,4.056807908
,56,Female,Master's,19,Engineer,IT,Nurse,Medium,City_A,1,Online Courses,1,4.257586645
,29,Female,Bachelor's,20,Consultant,Education,Software Developer,Low,City_A,1,Workshops,1,20.14087074
,35,Female,High School,16,Manager,Finance,Teacher,Medium,City_A,1,Certifications,0,12.99942119
,31,Female,Master's,22,Analyst,Education,Nurse,Medium,City_A,1,Workshops,1,2.454763021
,23,Female,Bachelor's,27,Engineer,Education,Software Developer,High,City_A,1,Online Courses,0,1.117227523
,30,Female,High School,7,Engineer,Finance,Software Developer,Medium,City_C,1,Certifications,1,6.365768021
,24,Female,Ph.D.,9,Engineer,Healthcare,Teacher,High,City_B,1,Workshops,0,13.20457552
,42,Female,Bachelor's,13,Manager,Finance,Teacher,High,City_A,1,Online Courses,1,39.63534702
,47,Male,High School,1,Manager,Healthcare,Software Developer,High,City_C,1,Online Courses,1,8.046294876
,29,Female,Bachelor's,29,Manager,Finance,Software Developer,Low,City_A,1,Workshops,0,7.055116385
,23,Male,High School,8,Analyst,Finance,Nurse,High,City_C,1,Online Courses,1,12.70457308
,27,Male,High School,24,Manager,Finance,Software Developer,Medium,City_A,1,Certifications,1,16.29601652
